,Date,Time,CO(GT),Nonmethane Hydrocarbons,Benzene,Nitrogen Oxides,Nitrogen Dioxide,T
1105,2004-04-25,19:00:00,2.7,303.0,11.7,124.0,100.0,17.8
1106,2004-04-25,20:00:00,2.5,204.0,8.2,133.0,101.0,16.6
1107,2004-04-25,21:00:00,1.4,95.0,5.1,100.0,90.0,15.5
1108,2004-04-25,22:00:00,2.8,347.0,13.0,116.0,93.0,14.8
1109,2004-04-25,23:00:00,2.1,252.0,7.0,102.0,79.0,14.5
1110,2004-04-26,0:00:00,1.1,66.0,3.9,55.0,57.0,14.1
1111,2004-04-26,1:00:00,0.7,45.0,2.2,33.0,43.0,14.2
1112,2004-04-26,2:00:00,0.4,36.0,1.3,17.0,25.0,14.1
1115,2004-04-26,5:00:00,0.4,21.0,1.2,35.0,44.0,13.9
1116,2004-04-26,6:00:00,0.8,60.0,3.4,70.0,72.0,14.0
1117,2004-04-26,7:00:00,1.9,155.0,7.5,116.0,91.0,14.4
1118,2004-04-26,8:00:00,2.1,235.0,8.9,134.0,89.0,15.0
1119,2004-04-26,9:00:00,1.4,89.0,5.3,113.0,84.0,16.3
1120,2004-04-26,10:00:00,1.4,76.0,5.4,110.0,83.0,18.3
1121,2004-04-26,11:00:00,1.3,101.0,5.2,98.0,78.0,18.8
1122,2004-04-26,12:00:00,1.5,109.0,6.6,96.0,80.0,19.6
1123,2004-04-26,13:00:00,1.6,143.0,6.9,95.0,75.0,20.2
1124,2004-04-26,14:00:00,1.3,104.0,5.4,86.0,77.0,19.7
1125,2004-04-26,15:00:00,1.4,107.0,6.0,86.0,77.0,20.7
1126,2004-04-26,16:00:00,1.5,133.0,6.4,91.0,81.0,20.0
1127,2004-04-26,17:00:00,2.2,171.0,10.7,119.0,101.0,18.6
1128,2004-04-26,18:00:00,3.2,405.0,13.9,147.0,119.0,18.3
1129,2004-04-26,19:00:00,3.0,334.0,12.5,135.0,111.0,17.8
1130,2004-04-26,20:00:00,2.6,236.0,9.3,124.0,109.0,17.3
1131,2004-04-26,21:00:00,1.6,99.0,6.7,89.0,101.0,17.3
1132,2004-04-26,22:00:00,1.5,93.0,5.3,79.0,89.0,16.4
1133,2004-04-26,23:00:00,1.2,82.0,4.0,63.0,75.0,16.0
1134,2004-04-27,0:00:00,0.8,51.0,2.2,39.0,51.0,15.4
1135,2004-04-27,1:00:00,0.7,41.0,1.7,25.0,39.0,15.7
1136,2004-04-27,2:00:00,0.5,31.0,1.6,19.0,32.0,15.6
1139,2004-04-27,5:00:00,0.7,38.0,3.3,58.0,68.0,15.5
1140,2004-04-27,6:00:00,1.4,111.0,8.9,112.0,76.0,14.4
1141,2004-04-27,7:00:00,4.1,584.0,23.4,314.0,122.0,15.9
1142,2004-04-27,8:00:00,4.6,633.0,23.8,240.0,129.0,18.1
1143,2004-04-27,9:00:00,1.9,145.0,7.9,128.0,94.0,19.6
1144,2004-04-27,10:00:00,1.9,155.0,8.2,141.0,99.0,22.8
1145,2004-04-27,11:00:00,1.7,128.0,8.8,118.0,81.0,24.8
1146,2004-04-27,12:00:00,2.4,255.0,14.6,132.0,87.0,27.2
1147,2004-04-27,13:00:00,3.0,411.0,18.0,150.0,107.0,28.2
1148,2004-04-27,14:00:00,2.0,173.0,12.0,121.0,95.0,25.4
1149,2004-04-27,15:00:00,2.7,277.0,14.8,149.0,110.0,25.7
1150,2004-04-27,16:00:00,2.2,259.0,12.5,120.0,99.0,27.2
1151,2004-04-27,17:00:00,2.9,274.0,15.5,155.0,113.0,27.0
1152,2004-04-27,18:00:00,3.4,377.0,17.7,172.0,127.0,24.5
1153,2004-04-27,19:00:00,3.9,457.0,21.6,177.0,131.0,23.7
1154,2004-04-27,20:00:00,3.6,555.0,18.9,181.0,137.0,21.5
1155,2004-04-27,21:00:00,2.5,279.0,12.5,135.0,122.0,19.9
1156,2004-04-27,22:00:00,1.8,137.0,8.8,99.0,100.0,18.9
1157,2004-04-27,23:00:00,2.0,203.0,10.9,111.0,108.0,17.9
1158,2004-04-28,0:00:00,1.3,101.0,8.0,72.0,83.0,17.4
1159,2004-04-28,1:00:00,1.0,86.0,4.4,54.0,74.0,18.1
1160,2004-04-28,2:00:00,0.6,51.0,2.8,41.0,64.0,16.5
1163,2004-04-28,5:00:00,0.5,33.0,2.5,29.0,39.0,16.3
1164,2004-04-28,6:00:00,1.1,95.0,7.5,76.0,69.0,13.9
1165,2004-04-28,7:00:00,5.5,754.0,30.4,321.0,104.0,15.0
1166,2004-04-28,8:00:00,4.2,588.0,22.0,274.0,100.0,16.1
1167,2004-04-28,9:00:00,4.6,658.0,24.7,322.0,146.0,19.3
1168,2004-04-28,10:00:00,3.4,372.0,18.4,255.0,155.0,24.2
1169,2004-04-28,11:00:00,2.8,386.0,16.8,196.0,139.0,26.7
1170,2004-04-28,12:00:00,2.5,333.0,14.2,136.0,121.0,27.4
1171,2004-04-28,13:00:00,2.4,293.0,15.7,119.0,108.0,28.1
1172,2004-04-28,14:00:00,3.2,511.0,21.9,169.0,126.0,27.7
1173,2004-04-28,15:00:00,3.5,559.0,20.8,197.0,145.0,28.4
1174,2004-04-28,16:00:00,2.9,375.0,16.2,140.0,121.0,28.4
1175,2004-04-28,17:00:00,3.6,509.0,19.8,178.0,145.0,27.3
1176,2004-04-28,18:00:00,4.8,790.0,28.9,223.0,160.0,24.3
1177,2004-04-28,19:00:00,5.4,816.0,28.3,222.0,155.0,23.1
1178,2004-04-28,20:00:00,5.3,804.0,24.9,265.0,162.0,21.8
1179,2004-04-28,21:00:00,2.7,332.0,13.1,151.0,129.0,19.8
1180,2004-04-28,22:00:00,1.4,156.0,8.6,79.0,96.0,19.6
1181,2004-04-28,23:00:00,1.6,143.0,9.5,87.0,92.0,17.9
1182,2004-04-29,0:00:00,1.5,117.0,7.8,88.0,89.0,17.4
1183,2004-04-29,1:00:00,1.0,84.0,5.2,51.0,61.0,16.8
1184,2004-04-29,2:00:00,0.6,60.0,2.8,34.0,54.0,15.9
1187,2004-04-29,5:00:00,0.8,64.0,4.4,76.0,57.0,13.3
1188,2004-04-29,6:00:00,1.5,148.0,9.4,139.0,68.0,12.9
1189,2004-04-29,7:00:00,4.9,635.0,29.8,293.0,95.0,14.8
1190,2004-04-29,8:00:00,7.2,1129.0,36.2,368.0,125.0,16.1
1191,2004-04-29,9:00:00,3.5,475.0,18.0,250.0,135.0,18.6
1192,2004-04-29,10:00:00,2.1,220.0,10.9,145.0,118.0,23.8
1193,2004-04-29,11:00:00,1.5,105.0,9.0,110.0,91.0,25.4
1194,2004-04-29,12:00:00,2.0,190.0,14.4,104.0,89.0,25.6
1195,2004-04-29,13:00:00,3.8,516.0,22.3,205.0,129.0,24.9
1196,2004-04-29,14:00:00,3.4,346.0,20.9,201.0,122.0,22.4
1197,2004-04-29,15:00:00,4.4,565.0,23.1,266.0,138.0,21.7
1198,2004-04-29,16:00:00,3.9,483.0,21.2,246.0,136.0,21.4
1199,2004-04-29,17:00:00,4.9,651.0,24.8,247.0,143.0,20.8
1200,2004-04-29,18:00:00,5.4,657.0,28.6,271.0,145.0,20.2
1201,2004-04-29,19:00:00,6.5,830.0,32.6,332.0,146.0,20.2
1202,2004-04-29,20:00:00,4.3,435.0,19.2,245.0,122.0,18.6
1203,2004-04-29,21:00:00,2.9,209.0,16.3,180.0,112.0,18.2
1204,2004-04-29,22:00:00,2.7,202.0,13.7,156.0,102.0,17.8
1205,2004-04-29,23:00:00,2.8,174.0,13.6,172.0,97.0,17.0
1206,2004-04-30,0:00:00,2.3,170.0,11.1,137.0,85.0,16.2
1207,2004-04-30,1:00:00,1.7,116.0,7.6,91.0,76.0,15.7
1208,2004-04-30,2:00:00,1.2,91.0,5.9,80.0,74.0,15.7
1211,2004-04-30,5:00:00,0.8,48.0,4.5,68.0,66.0,15.7
1212,2004-04-30,6:00:00,1.7,111.0,9.3,162.0,90.0,15.9
1213,2004-04-30,7:00:00,3.0,345.0,18.3,213.0,111.0,16.6
1214,2004-04-30,8:00:00,3.4,332.0,19.9,161.0,103.0,18.7
1215,2004-04-30,9:00:00,3.3,344.0,16.6,209.0,117.0,17.6
1216,2004-04-30,10:00:00,2.7,212.0,12.6,191.0,116.0,16.3
1217,2004-04-30,11:00:00,2.6,166.0,12.9,215.0,109.0,16.0
1218,2004-04-30,12:00:00,3.2,214.0,14.9,212.0,116.0,17.3
1219,2004-04-30,13:00:00,3.4,377.0,17.4,202.0,115.0,19.4
1220,2004-04-30,14:00:00,2.6,210.0,15.4,153.0,94.0,21.4
1221,2004-04-30,15:00:00,3.4,265.0,16.7,185.0,121.0,22.7
1222,2004-04-30,16:00:00,4.0,365.0,18.0,210.0,114.0,20.9
1223,2004-04-30,17:00:00,4.5,454.0,19.2,215.0,110.0,21.0
1224,2004-04-30,18:00:00,4.2,460.0,21.0,215.0,122.0,20.8
1225,2004-04-30,19:00:00,5.7,642.0,26.9,281.0,135.0,19.8
1226,2004-04-30,20:00:00,4.4,501.0,19.5,254.0,133.0,19.1
1227,2004-04-30,21:00:00,3.1,234.0,15.1,189.0,110.0,18.2
1228,2004-04-30,22:00:00,3.0,212.0,14.6,174.0,102.0,18.1
1229,2004-04-30,23:00:00,3.1,275.0,13.7,167.0,108.0,17.7
1230,2004-05-01,0:00:00,3.5,275.0,15.2,185.0,110.0,17.8
